,fecha,nombre,provincia,altitud,tmed,prec,tmin,tmax,velmedia,racha
11204,2022-02-16,GRANADA BASE AÉREA,GRANADA,687,"7,9","0,0","-3,2","19,0","3,1","8,6"
11207,2022-02-16,"MOGUER, EL ARENOSILLO",HUELVA,41,"11,6","0,0","5,3","17,8","3,1","7,5"
11213,2022-02-16,VEJER DE LA FRONTERA,CADIZ,186,"13,8","0,0","10,0","17,7","3,1","9,4"
11217,2022-02-16,DOÑA MENCÍA,CORDOBA,650,"11,4","0,0","6,3","16,5","1,7","6,1"
11222,2022-02-16,CÓRDOBA AEROPUERTO,CORDOBA,90,"10,4","0,0","1,3","19,6","1,9","6,1"
11224,2022-02-16,ÉCIJA,SEVILLA,130,"11,0","0,0","2,2","19,8","1,4","5,3"
11227,2022-02-16,ESTEPONA,MALAGA,19,"14,8","0,0","9,0","20,6","1,4","5,8"
11233,2022-02-16,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"11,0","0,0","2,2","19,8","2,2",
11237,2022-02-16,MORÓN DE LA FRONTERA,SEVILLA,87,"11,8","0,0","3,9","19,7","1,4","5,8"
11238,2022-02-16,BAZA,GRANADA,785,"9,4","0,0","1,5","17,3","5,3","11,7"
11239,2022-02-16,SAN FERNANDO,CADIZ,28,"12,1","0,0","8,3","15,9","2,8","7,5"
11255,2022-02-16,HINOJOSA DEL DUQUE,CORDOBA,551,"8,5","0,0","1,2","15,8","2,8","6,9"
11262,2022-02-16,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"8,2","0,0","3,0","13,3","1,7","7,8"
11269,2022-02-16,CAZALLA DE LA SIERRA,SEVILLA,550,"9,0","0,0","0,9","17,2","2,2","7,5"
11273,2022-02-16,JAÉN,JAEN,580,"10,1","0,0","4,7","15,5","2,5","6,1"
11285,2022-02-16,SEVILLA AEROPUERTO,SEVILLA,34,"12,2","0,0","5,6","18,9","1,7","7,2"
11286,2022-02-16,TORROX,MALAGA,3,"15,0","0,0","9,1","21,0","3,6","8,6"
11289,2022-02-16,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,7","0,0","10,3","23,1","4,4","12,5"
11290,2022-02-16,GRANADA AEROPUERTO,GRANADA,560,"8,5","0,0","-3,0","20,0","1,4","7,2"
11293,2022-02-16,FUENGIROLA,MALAGA,8,,"0,0",,,"1,1","14,7"
11318,2022-02-16,ABLA,ALMERIA,869,"12,6","0,0","5,3","20,0","2,2","8,9"
11321,2022-02-16,ALAJAR,HUELVA,572,"10,8","0,0","6,0","15,5","5,0","17,2"
11328,2022-02-16,LOJA,GRANADA,760,"9,8","0,0","1,4","18,1","1,9","7,2"
11329,2022-02-16,MÁLAGA AEROPUERTO,MALAGA,7,"16,2","0,0","8,8","23,5","8,9","16,1"
11344,2022-02-16,GRAZALEMA,CADIZ,913,"9,6","0,0","3,0","16,2","0,8","5,3"
11347,2022-02-16,VILLARRODRIGO,JAEN,862,"8,8","0,0","2,7","14,9","1,7","5,6"
11350,2022-02-16,ANDÚJAR,JAEN,202,"9,2","0,0","-0,4","18,8","0,3","4,7"
11352,2022-02-16,CÁDIZ,CADIZ,2,"13,2","0,0","10,2","16,1","4,2","8,3"
11363,2022-02-16,ALMERÍA AEROPUERTO,ALMERIA,21,"12,4","0,0","6,8","18,1","1,7","4,7"
11366,2022-02-16,"HUELVA, RONDA ESTE",HUELVA,18,"13,5","0,0","6,3","20,7","2,5","8,9"
11369,2022-02-16,"ROTA, BASE NAVAL",CADIZ,21,"11,4","0,0","5,7","17,0","3,9","9,2"
11371,2022-02-16,AYAMONTE,HUELVA,3,"14,2","0,0","7,7","20,7","1,7","7,5"
11380,2022-02-16,TARIFA,CADIZ,32,"9,8","0,0","4,5","15,2","5,3","12,2"
11388,2022-02-16,LA RODA DE ANDALUCÍA,SEVILLA,410,"8,4","0,0","-0,2","17,1","2,8","8,6"
11392,2022-02-17,ANTEQUERA,MALAGA,408,"12,2","0,0","2,5","22,0","0,8","4,4"
11404,2022-02-17,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
11410,2022-02-17,HUÉRCAL-OVERA,ALMERIA,300,"14,4","0,0","5,5","23,3","2,2","6,9"
11433,2022-02-17,ADRA,ALMERIA,8,,"0,1",,,"0,8",
11437,2022-02-17,SANTA ELENA,JAEN,770,"12,5","0,0","5,8","19,2","1,9","5,6"
11439,2022-02-17,ARROYO DEL OJANCO,JAEN,580,"13,0","0,0","2,9","23,2",,
11448,2022-02-17,GRANADA BASE AÉREA,GRANADA,687,"11,6","0,0","0,4","22,8","2,2","4,7"
11451,2022-02-17,"MOGUER, EL ARENOSILLO",HUELVA,41,"13,8","0,0","8,5","19,2","2,5","7,2"
11457,2022-02-17,VEJER DE LA FRONTERA,CADIZ,186,"14,3","0,0","10,1","18,5","2,8","8,3"
11461,2022-02-17,DOÑA MENCÍA,CORDOBA,650,"15,3","0,0","7,7","22,9","2,2","8,3"
11466,2022-02-17,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,8","0,0","2,1","23,5","1,9","7,2"
11468,2022-02-17,ÉCIJA,SEVILLA,130,"13,4","0,0","3,6","23,3","1,7","5,8"
11471,2022-02-17,ESTEPONA,MALAGA,19,"16,7","0,0","12,1","21,3","1,1","4,2"
11477,2022-02-17,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"15,0","0,0","6,9","23,2","4,4","9,2"
11481,2022-02-17,MORÓN DE LA FRONTERA,SEVILLA,87,"14,0","0,0","5,0","23,0","1,9","6,7"
11482,2022-02-17,BAZA,GRANADA,785,"10,8","0,0","-1,3","23,0","1,7","10,0"
11483,2022-02-17,SAN FERNANDO,CADIZ,28,"14,9","0,0","10,6","19,2","1,9","7,2"
11499,2022-02-17,HINOJOSA DEL DUQUE,CORDOBA,551,"10,5","0,1","3,0","18,0","0,8","3,6"
11506,2022-02-17,VILLANUEVA DE CÓRDOBA,CORDOBA,750,,"0,0",,,"1,9","6,1"
11513,2022-02-17,CAZALLA DE LA SIERRA,SEVILLA,550,"13,5","0,0","5,2","21,8","0,8","5,3"
11517,2022-02-17,JAÉN,JAEN,580,"13,2","0,0","6,3","20,0","1,4","5,3"
11529,2022-02-17,SEVILLA AEROPUERTO,SEVILLA,34,"14,4","0,0","7,1","21,8","1,4","6,7"
11530,2022-02-17,TORROX,MALAGA,3,"16,6","0,0","11,3","22,0","1,9","4,7"
11533,2022-02-17,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"16,6","0,0","11,4","21,9","3,1","11,1"
11534,2022-02-17,GRANADA AEROPUERTO,GRANADA,560,"11,6","0,0","-0,6","23,9","1,9","9,2"
11537,2022-02-17,FUENGIROLA,MALAGA,8,,"0,0",,,"1,7","14,2"
11562,2022-02-17,ABLA,ALMERIA,869,"15,9","0,0","8,2","23,6","1,4","7,2"
11565,2022-02-17,ALAJAR,HUELVA,572,"15,2","0,0","8,3","22,2","1,4","18,6"
11572,2022-02-17,LOJA,GRANADA,760,"14,3","0,0","4,3","24,3","1,7","7,5"
11573,2022-02-17,MÁLAGA AEROPUERTO,MALAGA,7,"16,2","0,0","10,7","21,6","4,7","14,4"
11588,2022-02-17,GRAZALEMA,CADIZ,913,"13,6","0,0","4,8","22,3","1,4","4,4"
11591,2022-02-17,VILLARRODRIGO,JAEN,862,"13,2","0,0","4,7","21,6","2,2","5,3"
11594,2022-02-17,ANDÚJAR,JAEN,202,"11,6","0,0","0,7","22,6","1,1","5,6"
11596,2022-02-17,CÁDIZ,CADIZ,2,"14,9","0,0","12,1","17,7","3,3","8,3"
11607,2022-02-17,ALMERÍA AEROPUERTO,ALMERIA,21,"14,3","0,0","9,1","19,5","2,2","9,2"
11610,2022-02-17,"HUELVA, RONDA ESTE",HUELVA,18,"15,8","0,0","9,1","22,5","2,8","7,5"
11613,2022-02-17,"ROTA, BASE NAVAL",CADIZ,21,"14,2","0,0","8,3","20,2","4,2","8,3"
11615,2022-02-17,AYAMONTE,HUELVA,3,"16,6","0,0","11,9","21,3","2,8","7,5"
11624,2022-02-17,TARIFA,CADIZ,32,"12,6","0,0","9,5","15,7","3,6","10,0"
11632,2022-02-17,LA RODA DE ANDALUCÍA,SEVILLA,410,"12,3","0,0","1,7","22,9","1,1","4,7"
11636,2022-02-18,ANTEQUERA,MALAGA,408,"13,4","0,0","5,1","21,6","0,8","8,1"
11648,2022-02-18,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
11654,2022-02-18,HUÉRCAL-OVERA,ALMERIA,300,"13,4","0,0","5,2","21,7","1,4","6,9"
11677,2022-02-18,ADRA,ALMERIA,8,"16,0","0,0","11,6","20,3","2,5","8,6"
11681,2022-02-18,SANTA ELENA,JAEN,770,"14,2","0,0","8,9","19,5","2,5","8,6"
11683,2022-02-18,ARROYO DEL OJANCO,JAEN,580,"13,6","0,0","4,6","22,7",,
11692,2022-02-18,GRANADA BASE AÉREA,GRANADA,687,"12,5","0,0","2,4","22,6","2,2","7,8"
11695,2022-02-18,"MOGUER, EL ARENOSILLO",HUELVA,41,"11,4","0,0","6,5","16,2","1,7","6,7"
11701,2022-02-18,VEJER DE LA FRONTERA,CADIZ,186,"14,1","0,0","10,9","17,3","3,3","8,3"
11705,2022-02-18,DOÑA MENCÍA,CORDOBA,650,"16,0",,"10,7","21,3","2,2","8,3"
11710,2022-02-18,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,8","0,0","2,9","22,8","2,5","8,9"
11712,2022-02-18,ÉCIJA,SEVILLA,130,"13,4","0,0","4,0","22,8","3,1","8,3"
11715,2022-02-18,ESTEPONA,MALAGA,19,"16,2","0,0","11,0","21,4","2,2","11,7"
11721,2022-02-18,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"11,6","0,0","3,1","20,2","3,6","10,8"
11725,2022-02-18,MORÓN DE LA FRONTERA,SEVILLA,87,"12,8","0,0","4,3","21,2","2,2","8,6"
11726,2022-02-18,BAZA,GRANADA,785,"11,0","0,0","-1,1","23,0","3,9","10,3"
11727,2022-02-18,SAN FERNANDO,CADIZ,28,"14,8","0,0","10,5","19,0","3,1","7,8"
11743,2022-02-18,HINOJOSA DEL DUQUE,CORDOBA,551,"11,4","0,0","1,9","21,0","1,4","8,6"
11750,2022-02-18,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"14,1","0,0","7,6","20,6","1,7","6,4"
11757,2022-02-18,CAZALLA DE LA SIERRA,SEVILLA,550,"11,4","0,0","3,4","19,3","1,4","8,1"
11761,2022-02-18,JAÉN,JAEN,580,"15,2","0,0","9,9","20,4","1,7","8,3"
11773,2022-02-18,SEVILLA AEROPUERTO,SEVILLA,34,"12,8","0,0","5,9","19,8","3,3","8,9"
11774,2022-02-18,TORROX,MALAGA,3,"15,8","0,0","9,8","21,9","2,2","6,9"
11777,2022-02-18,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"14,3","0,0","7,5","21,1","2,5","6,9"
11778,2022-02-18,GRANADA AEROPUERTO,GRANADA,560,"11,8","0,0","0,1","23,4","1,4","9,2"
11781,2022-02-18,FUENGIROLA,MALAGA,8,,"0,0",,,"1,4","6,9"
11806,2022-02-18,ABLA,ALMERIA,869,"13,9","0,0","5,9","21,9","1,4","8,1"
11809,2022-02-18,ALAJAR,HUELVA,572,"14,6","0,0","9,2","19,9","4,2","15,8"
11816,2022-02-18,LOJA,GRANADA,760,"14,6","0,0","6,0","23,2","1,7","9,4"
11817,2022-02-18,MÁLAGA AEROPUERTO,MALAGA,7,"14,0","0,0","6,6","21,3","3,9","10,3"
11832,2022-02-18,GRAZALEMA,CADIZ,913,"12,9","0,0","7,2","18,6","1,9","5,8"
11835,2022-02-18,VILLARRODRIGO,JAEN,862,"14,9","0,0","8,6","21,2","2,5","6,4"
11838,2022-02-18,ANDÚJAR,JAEN,202,"12,6","0,0","1,7","23,4","1,9","8,1"
11840,2022-02-18,CÁDIZ,CADIZ,2,"14,6","0,0","11,0","18,1","3,1","8,3"
11851,2022-02-18,ALMERÍA AEROPUERTO,ALMERIA,21,"13,6","0,0","8,4","18,8","2,2","6,1"
11854,2022-02-18,"HUELVA, RONDA ESTE",HUELVA,18,"13,5","0,0","7,2","19,8","2,8","9,4"
11857,2022-02-18,"ROTA, BASE NAVAL",CADIZ,21,"12,7","0,0","6,4","19,0","3,6","8,3"
11859,2022-02-18,AYAMONTE,HUELVA,3,"14,1","0,0","11,3","16,9","1,7","8,3"
11868,2022-02-18,TARIFA,CADIZ,32,"15,0","0,0","13,1","16,8","4,4","11,7"
11876,2022-02-18,LA RODA DE ANDALUCÍA,SEVILLA,410,"14,4","0,0","6,1","22,7","2,2","8,3"
11880,2022-02-19,ANTEQUERA,MALAGA,408,"12,7","0,0","10,8","14,6","1,1","5,6"
11892,2022-02-19,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
11898,2022-02-19,HUÉRCAL-OVERA,ALMERIA,300,"13,6","0,0","8,3","18,9","0,6","8,6"
11921,2022-02-19,ADRA,ALMERIA,8,"16,6","0,0","12,7","20,5","1,4","8,3"
11925,2022-02-19,SANTA ELENA,JAEN,770,"10,9","0,0","7,3","14,5","2,8","11,7"
11927,2022-02-19,ARROYO DEL OJANCO,JAEN,580,"13,0","0,4","8,8","17,1",,
11936,2022-02-19,GRANADA BASE AÉREA,GRANADA,687,"10,8","3,0","5,3","16,2","2,5","6,9"
11939,2022-02-19,"MOGUER, EL ARENOSILLO",HUELVA,41,"13,3","0,0","7,5","19,1","2,5","10,0"
11945,2022-02-19,VEJER DE LA FRONTERA,CADIZ,186,"12,6","0,0","9,6","15,5","3,9","8,9"
11949,2022-02-19,DOÑA MENCÍA,CORDOBA,650,"12,2","0,0","9,0","15,3","1,7","6,7"
11954,2022-02-19,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,4","0,0","5,9","19,0","1,7","5,8"
11956,2022-02-19,ÉCIJA,SEVILLA,130,"14,8","0,0","10,3","19,2","1,7","7,5"
11959,2022-02-19,ESTEPONA,MALAGA,19,"18,3","2,4","13,8","22,8","4,2","14,7"
11965,2022-02-19,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"13,1","0,0","5,8","20,4","2,5","6,7"
11969,2022-02-19,MORÓN DE LA FRONTERA,SEVILLA,87,"15,4","0,0","10,4","20,4","0,6","6,1"
11970,2022-02-19,BAZA,GRANADA,785,"13,0","8,6","7,3","18,6","1,7","8,1"
11971,2022-02-19,SAN FERNANDO,CADIZ,28,"13,1","0,0","10,8","15,4","2,8","8,6"
11987,2022-02-19,HINOJOSA DEL DUQUE,CORDOBA,551,"9,2","0,0","3,8","14,7","2,5","8,1"
11994,2022-02-19,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"10,0","0,0","6,1","13,9","2,2","10,3"
12001,2022-02-19,CAZALLA DE LA SIERRA,SEVILLA,550,"11,4","0,0","6,7","16,2","1,7","7,2"
12005,2022-02-19,JAÉN,JAEN,580,"10,8","0,0","8,2","13,4","1,1","5,0"
12017,2022-02-19,SEVILLA AEROPUERTO,SEVILLA,34,"14,8","0,0","9,5","20,0","2,5","7,8"
12018,2022-02-19,TORROX,MALAGA,3,,,,,"4,4",
12021,2022-02-19,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"17,3","0,0","13,0","21,6","2,8","10,3"
12022,2022-02-19,GRANADA AEROPUERTO,GRANADA,560,"11,6","3,2","5,8","17,4","2,5","8,9"
12025,2022-02-19,FUENGIROLA,MALAGA,8,,"0,0",,,"2,8","11,1"
12050,2022-02-19,ABLA,ALMERIA,869,"12,8","0,3","8,6","17,0","2,5","10,0"
12053,2022-02-19,ALAJAR,HUELVA,572,"10,0","0,0","5,5","14,4","5,6","18,9"
12060,2022-02-19,LOJA,GRANADA,760,"13,8","0,8","10,5","17,1","2,2","6,7"
12061,2022-02-19,MÁLAGA AEROPUERTO,MALAGA,7,"18,4","0,0","14,7","22,1","6,1","12,5"
12076,2022-02-19,GRAZALEMA,CADIZ,913,"10,4","0,0","5,9","14,8","0,8","5,8"
12079,2022-02-19,VILLARRODRIGO,JAEN,862,"10,5","0,0","6,7","14,3","2,8","8,9"
12082,2022-02-19,ANDÚJAR,JAEN,202,"12,1","0,0","6,5","17,7","1,4","4,4"
12084,2022-02-19,CÁDIZ,CADIZ,2,"13,8","0,0","11,9","15,8","3,6","9,7"
12095,2022-02-19,ALMERÍA AEROPUERTO,ALMERIA,21,"14,6","0,1","10,3","18,8","3,3","9,7"
12098,2022-02-19,"HUELVA, RONDA ESTE",HUELVA,18,"13,4","0,0","8,4","18,4","3,1","11,4"
12101,2022-02-19,"ROTA, BASE NAVAL",CADIZ,21,"13,6","0,0","10,3","16,9","3,6","8,3"
12103,2022-02-19,AYAMONTE,HUELVA,3,"14,6","0,0","9,5","19,6","2,8","12,2"
12112,2022-02-19,TARIFA,CADIZ,32,"12,9","0,7","11,3","14,5","4,2","11,1"
12120,2022-02-19,LA RODA DE ANDALUCÍA,SEVILLA,410,"13,0","0,0","10,3","15,7","2,2","6,4"
12124,2022-02-20,ANTEQUERA,MALAGA,408,"13,1","0,0","10,2","16,0","1,9","9,7"
12136,2022-02-20,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
12142,2022-02-20,HUÉRCAL-OVERA,ALMERIA,300,"11,6","0,0","7,0","16,3","1,1","5,8"
12165,2022-02-20,ADRA,ALMERIA,8,"16,0","0,0","12,9","19,1","2,2","9,2"
12169,2022-02-20,SANTA ELENA,JAEN,770,"9,8","0,0","5,6","14,1","3,3","10,6"
12171,2022-02-20,ARROYO DEL OJANCO,JAEN,580,"12,4","0,1","6,1","18,8",,
12180,2022-02-20,GRANADA BASE AÉREA,GRANADA,687,"12,8","0,2","8,2","17,3","1,9","6,1"
12183,2022-02-20,"MOGUER, EL ARENOSILLO",HUELVA,41,"14,0","0,0","7,4","20,6","2,8","9,4"
12189,2022-02-20,VEJER DE LA FRONTERA,CADIZ,186,"13,6","0,2","10,2","16,9","3,6","14,4"
12193,2022-02-20,DOÑA MENCÍA,CORDOBA,650,"12,8","0,0","7,9","17,8","1,1","5,0"
12198,2022-02-20,CÓRDOBA AEROPUERTO,CORDOBA,90,"13,8","0,0","6,1","21,6","2,2","10,3"
12200,2022-02-20,ÉCIJA,SEVILLA,130,"16,0","0,0","9,4","22,6","1,1","5,8"
12203,2022-02-20,ESTEPONA,MALAGA,19,"15,5","0,0","13,6","17,4",,
12209,2022-02-20,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"13,2","0,0","4,7","21,8","3,3","10,8"
12213,2022-02-20,MORÓN DE LA FRONTERA,SEVILLA,87,"13,3","0,0","5,3","21,3","1,7","7,2"
12214,2022-02-20,BAZA,GRANADA,785,"8,8","0,0","2,6","15,0","1,9","6,4"
12215,2022-02-20,SAN FERNANDO,CADIZ,28,"14,8","0,0","9,9","19,7","4,7","13,9"
12231,2022-02-20,HINOJOSA DEL DUQUE,CORDOBA,551,"9,8","0,0","3,2","16,3","1,4","6,9"
12238,2022-02-20,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"10,0","0,0","4,3","15,7","1,9","5,8"
12245,2022-02-20,CAZALLA DE LA SIERRA,SEVILLA,550,"11,5","0,0","3,7","19,3","1,7","6,1"
12249,2022-02-20,JAÉN,JAEN,580,"13,0","0,0","8,2","17,8","1,7","5,8"
12261,2022-02-20,SEVILLA AEROPUERTO,SEVILLA,34,"15,2","0,0","9,3","21,1","2,8","9,2"
12264,2022-02-20,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,8","0,0","14,1","17,4","3,1","10,0"
12265,2022-02-20,GRANADA AEROPUERTO,GRANADA,560,"12,1","0,0","5,8","18,4","1,1","7,8"
12268,2022-02-20,FUENGIROLA,MALAGA,8,,"0,0",,,"4,2","10,3"
12293,2022-02-20,ABLA,ALMERIA,869,"10,4","0,0","5,9","15,0","1,4","7,8"
12296,2022-02-20,ALAJAR,HUELVA,572,"13,7","0,0","8,3","19,1","2,5","10,0"
12303,2022-02-20,LOJA,GRANADA,760,"13,7","0,1","8,9","18,5","1,1","6,7"
12304,2022-02-20,MÁLAGA AEROPUERTO,MALAGA,7,"16,4","0,0","14,3","18,5","4,4","10,3"
12319,2022-02-20,GRAZALEMA,CADIZ,913,"10,2","0,0","6,0","14,3","1,7","8,3"
12322,2022-02-20,VILLARRODRIGO,JAEN,862,"10,5","0,0","4,1","16,9","0,8","5,8"
12325,2022-02-20,ANDÚJAR,JAEN,202,"12,0","0,0","3,3","20,7","1,4","7,5"
12327,2022-02-20,CÁDIZ,CADIZ,2,"14,6","0,0","10,6","18,7","6,1","12,8"
12338,2022-02-20,ALMERÍA AEROPUERTO,ALMERIA,21,"15,2","0,0","10,8","19,5","6,1","15,0"
12341,2022-02-20,"HUELVA, RONDA ESTE",HUELVA,18,"14,9","0,0","8,1","21,7","2,2","7,5"
12344,2022-02-20,"ROTA, BASE NAVAL",CADIZ,21,"14,0","0,0","7,1","20,9","5,3","12,8"
12346,2022-02-20,AYAMONTE,HUELVA,3,"15,5","0,0","9,2","21,8","1,4","6,4"
12355,2022-02-20,TARIFA,CADIZ,32,"13,8","0,0","11,1","16,5","7,2","17,2"
12363,2022-02-20,LA RODA DE ANDALUCÍA,SEVILLA,410,"13,4","0,0","8,2","18,5","1,9","9,2"
12367,2022-02-21,ANTEQUERA,MALAGA,408,"13,0","0,0","6,4","19,5","1,4","8,1"
12379,2022-02-21,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
12385,2022-02-21,HUÉRCAL-OVERA,ALMERIA,300,"12,9","0,0","3,8","22,0","1,1","6,4"
12408,2022-02-21,ADRA,ALMERIA,8,"15,6","0,0","11,5","19,7","1,9","6,4"
12412,2022-02-21,SANTA ELENA,JAEN,770,"10,8","0,0","4,5","17,0","3,1","8,3"
12414,2022-02-21,ARROYO DEL OJANCO,JAEN,580,"12,0","0,0","3,0","21,0",,
12423,2022-02-21,GRANADA BASE AÉREA,GRANADA,687,"11,6","0,0","2,8","20,3","2,2","6,4"
12426,2022-02-21,"MOGUER, EL ARENOSILLO",HUELVA,41,"14,4","0,0","6,0","22,7","2,8","8,3"
12432,2022-02-21,VEJER DE LA FRONTERA,CADIZ,186,"15,4","0,0","11,2","19,6","3,3","11,1"
12436,2022-02-21,DOÑA MENCÍA,CORDOBA,650,"13,4","0,0","6,5","20,4","2,2","9,2"
12441,2022-02-21,CÓRDOBA AEROPUERTO,CORDOBA,90,"12,6","0,0","2,5","22,6","2,8","7,8"
12443,2022-02-21,ÉCIJA,SEVILLA,130,"14,4","0,0","5,3","23,5","1,9","6,7"
12446,2022-02-21,ESTEPONA,MALAGA,19,"15,1","0,0","11,8","18,4",,
12452,2022-02-21,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"14,6","0,0","5,5","23,6","2,8",
12456,2022-02-21,MORÓN DE LA FRONTERA,SEVILLA,87,"14,8","0,0","6,4","23,1","3,1","8,1"
12457,2022-02-21,BAZA,GRANADA,785,"9,6","0,0","0,1","19,1","2,5","6,4"
12458,2022-02-21,SAN FERNANDO,CADIZ,28,"16,6","0,0","10,2","22,9","2,8","10,0"
12474,2022-02-21,HINOJOSA DEL DUQUE,CORDOBA,551,"9,9","0,0","0,7","19,1","1,7","6,7"
12481,2022-02-21,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"11,8","0,0","5,2","18,3","1,7","7,2"
12488,2022-02-21,CAZALLA DE LA SIERRA,SEVILLA,550,"11,4","0,0","1,9","20,8","1,4","5,6"
12492,2022-02-21,JAÉN,JAEN,580,"12,6","0,0","6,4","18,8","1,4","7,5"
12504,2022-02-21,SEVILLA AEROPUERTO,SEVILLA,34,"14,8","0,0","7,2","22,4","3,9","9,2"
12507,2022-02-21,"MÁLAGA, CENTRO METEOROLÓGICO",MALAGA,54,"15,0","0,0","11,4","18,5","2,2","6,9"
12508,2022-02-21,GRANADA AEROPUERTO,GRANADA,560,"12,0","0,0","2,4","21,5","0,3","6,1"
12511,2022-02-21,FUENGIROLA,MALAGA,8,,"0,0",,,"1,9","5,8"
12536,2022-02-21,ABLA,ALMERIA,869,"12,8","0,0","4,3","21,3","1,9","6,7"
12539,2022-02-21,ALAJAR,HUELVA,572,"15,0","0,0","8,8","21,3","2,2","9,2"
12546,2022-02-21,LOJA,GRANADA,760,"14,1","0,0","6,0","22,2","1,9","7,2"
12547,2022-02-21,MÁLAGA AEROPUERTO,MALAGA,7,"15,1","0,0","11,3","18,9","3,3","8,9"
12562,2022-02-21,GRAZALEMA,CADIZ,913,"12,2","0,0","5,5","19,0","1,9","6,4"
12565,2022-02-21,VILLARRODRIGO,JAEN,862,"11,6","0,0","4,7","18,6","1,9","8,3"
12568,2022-02-21,ANDÚJAR,JAEN,202,"11,3","0,0","0,4","22,2","0,8","6,7"
12570,2022-02-21,CÁDIZ,CADIZ,2,"15,8","0,0","10,7","20,9","3,3","12,8"
12581,2022-02-21,ALMERÍA AEROPUERTO,ALMERIA,21,"13,1","0,0","8,2","18,0","3,1","7,8"
12584,2022-02-21,"HUELVA, RONDA ESTE",HUELVA,18,"15,2","0,0","6,7","23,7","1,9","9,7"
12587,2022-02-21,"ROTA, BASE NAVAL",CADIZ,21,"14,8","0,0","7,3","22,4","3,9","9,2"
12589,2022-02-21,AYAMONTE,HUELVA,3,"15,8","0,0","8,2","23,5","1,1","6,1"
12598,2022-02-21,TARIFA,CADIZ,32,"14,8","0,0","13,1","16,4","8,1","17,5"
12606,2022-02-21,LA RODA DE ANDALUCÍA,SEVILLA,410,"13,0","0,0","4,4","21,6","1,1","7,2"
12610,2022-02-22,ANTEQUERA,MALAGA,408,"12,0","0,0","2,4","21,7","1,9","9,7"
12622,2022-02-22,ROQUETAS DE MAR,ALMERIA,3,,"0,0",,,,
12628,2022-02-22,HUÉRCAL-OVERA,ALMERIA,300,"12,0","0,0","5,0","18,9","1,9","7,8"
12651,2022-02-22,ADRA,ALMERIA,8,"16,4","0,0","11,6","21,3","0,8","5,3"
12655,2022-02-22,SANTA ELENA,JAEN,770,"12,8","0,0","7,3","18,3","3,9","12,5"
12657,2022-02-22,ARROYO DEL OJANCO,JAEN,580,"13,4","0,0","3,5","23,3",,
12666,2022-02-22,GRANADA BASE AÉREA,GRANADA,687,"12,2","0,0","1,8","22,5","3,9","7,5"
12669,2022-02-22,"MOGUER, EL ARENOSILLO",HUELVA,41,"16,9","0,0","8,8","25,0","2,2","9,2"
12675,2022-02-22,VEJER DE LA FRONTERA,CADIZ,186,"16,4","0,0","11,0","21,8","3,1","13,1"
12679,2022-02-22,DOÑA MENCÍA,CORDOBA,650,"17,6","0,0","11,9","23,3","2,5","8,9"
12684,2022-02-22,CÓRDOBA AEROPUERTO,CORDOBA,90,"15,8","0,0","6,6","25,0","3,6","8,3"
12686,2022-02-22,ÉCIJA,SEVILLA,130,"17,8","0,0","9,0","26,6","2,2","10,0"
12689,2022-02-22,ESTEPONA,MALAGA,19,"15,0","0,0","10,2","19,7",,
12695,2022-02-22,JEREZ DE LA FRONTERA AEROPUERTO,CADIZ,27,"14,5","0,0","2,1","26,9","1,7","8,9"
12699,2022-02-22,MORÓN DE LA FRONTERA,SEVILLA,87,"18,0","0,0","8,4","27,6","2,2","7,5"
12700,2022-02-22,BAZA,GRANADA,785,"11,0","0,0","-1,2","23,1","2,5","8,3"
12701,2022-02-22,SAN FERNANDO,CADIZ,28,"18,0","0,0","11,0","25,1","4,2","13,3"
12717,2022-02-22,HINOJOSA DEL DUQUE,CORDOBA,551,"11,5","0,0","2,4","20,6","1,9","6,7"
12724,2022-02-22,VILLANUEVA DE CÓRDOBA,CORDOBA,750,"13,4","0,0","6,1","20,7","1,7","6,4"
